Year,Month,SKU,Category,Units,Gross Sales
2019,2,1534029,Produce,343,6513.57
2019,3,1534029,Produce,353,6703.47
2019,4,1534029,Produce,349,6627.51
2019,5,1534029,Produce,373,7083.27
2018,12,5423696,Produce,345,2052.75
2019,1,5423696,Produce,335,1993.25
2019,2,5423696,Produce,348,2070.6
2019,3,5423696,Produce,348,2070.6
2019,4,5423696,Produce,355,2112.25
2019,5,5423696,Produce,344,2046.8
2018,12,4564119,Produce,713,10659.35
2019,1,4564119,Produce,706,10554.7
2019,2,4564119,Produce,734,10973.3
2019,3,4564119,Produce,741,11077.95
2019,4,4564119,Produce,726,10853.7
2019,5,4564119,Produce,748,11182.6
2018,12,5467327,Produce,114,2388.3
2019,1,5467327,Produce,115,2409.25
2019,2,5467327,Produce,118,2472.1
2019,3,5467327,Produce,114,2388.3
2019,4,5467327,Produce,119,2493.05
2019,5,5467327,Produce,126,2639.7
2018,12,5491065,Produce,763,8393
2019,1,5491065,Produce,740,8140
2019,2,5491065,Produce,762,8382
2019,3,5491065,Produce,754,8294
2019,4,5491065,Produce,762,8382
2019,5,5491065,Produce,762,8382
2018,12,9345935,Produce,328,6871.6
2019,1,9345935,Produce,338,7081.1
2019,2,9345935,Produce,355,7437.25
2019,3,9345935,Produce,366,7667.7
2019,4,9345935,Produce,384,8044.8
2019,5,9345935,Produce,422,8840.9
2018,12,4556793,Produce,57,341.43
2019,1,4556793,Produce,56,335.44
2019,2,4556793,Produce,58,347.42
2019,3,4556793,Produce,56,335.44
2019,4,4556793,Produce,55,329.45
2019,5,4556793,Produce,60,359.4
2018,12,9329625,Produce,805,2374.75
2019,1,9329625,Produce,829,2445.55
2019,2,9329625,Produce,837,2469.15
2019,3,9329625,Produce,845,2492.75
2019,4,9329625,Produce,853,2516.35
2019,5,9329625,Produce,853,2516.35
2018,12,4546134,Produce,443,4319.25
2019,1,4546134,Produce,456,4446
2019,2,4546134,Produce,474,4621.5
2019,3,4546134,Produce,460,4485
2019,4,4546134,Produce,478,4660.5
2019,5,4546134,Produce,492,4797
2018,12,5510581,Produce,361,1805
2019,1,5510581,Produce,379,1895
2019,2,5510581,Produce,375,1875
2019,3,5510581,Produce,383,1915
2019,4,5510581,Produce,375,1875
2019,5,5510581,Produce,368,1840
2018,12,1580194,Produce,1039,12468
2019,1,1580194,Produce,1070,12840
2019,2,1580194,Produce,1049,12588
2019,3,1580194,Produce,1059,12708
2019,4,1580194,Produce,1048,12576
2019,5,1580194,Produce,1121,13452
2018,12,5535273,Produce,232,1380.4
2019,1,5535273,Produce,225,1338.75
2019,2,5535273,Produce,232,1380.4
2019,3,5535273,Produce,237,1410.15
2019,4,5535273,Produce,235,1398.25
2019,5,5535273,Produce,259,1541.05
2018,12,4495293,Produce,180,1431
2019,1,4495293,Produce,182,1446.9
2019,2,4495293,Produce,184,1462.8
2019,3,4495293,Produce,193,1534.35
2019,4,4495293,Produce,197,1566.15
2019,5,4495293,Produce,191,1518.45
2018,12,4492252,Produce,47,234.53
2019,1,4492252,Produce,47,234.53
2019,2,4492252,Produce,46,229.54
2019,3,4492252,Produce,47,234.53
2019,4,4492252,Produce,49,244.51
2019,5,4492252,Produce,47,234.53
2018,12,9290825,Produce,206,3491.7
2019,1,9290825,Produce,208,3525.6
2019,2,9290825,Produce,210,3559.5
2019,3,9290825,Produce,221,3745.95
2019,4,9290825,Produce,230,3898.5
2019,5,9290825,Produce,251,4254.45
2018,12,1620182,Produce,196,3714.2
2019,1,1620182,Produce,194,3676.3
2019,2,1620182,Produce,194,3676.3
2019,3,1620182,Produce,192,3638.4
2019,4,1620182,Produce,188,3562.6
2019,5,1620182,Produce,184,3486.8
2018,12,9256829,Produce,709,8472.55
2019,1,9256829,Produce,702,8388.9
2019,2,9256829,Produce,716,8556.2
2019,3,9256829,Produce,709,8472.55
2019,4,9256829,Produce,730,8723.5
2019,5,9256829,Produce,694,8293.3
2018,12,4439397,Produce,598,598
2019,1,4439397,Produce,586,586
2019,2,4439397,Produce,604,604
2019,3,4439397,Produce,622,622
2019,4,4439397,Produce,622,622
2019,5,4439397,Produce,628,628
2018,12,4418496,Produce,526,5523
2019,1,4418496,Produce,552,5796
2019,2,4418496,Produce,569,5974.5
2019,3,4418496,Produce,586,6153
2019,4,4418496,Produce,568,5964
2019,5,4418496,Produce,557,5848.5
2018,12,9193969,Produce,165,1732.5
2019,1,9193969,Produce,167,1753.5
2019,2,9193969,Produce,174,1827
2019,3,9193969,Produce,169,1774.5
2019,4,9193969,Produce,167,1753.5
2019,5,9193969,Produce,170,1785
2018,12,9186505,Produce,288,2589.12
2019,1,9186505,Produce,300,2697
2019,2,9186505,Produce,312,2804.88
2019,3,9186505,Produce,328,2948.72
2019,4,9186505,Produce,331,2975.69
2019,5,9186505,Produce,341,3065.59
2018,12,1633759,Produce,18,359.82
2019,1,1633759,Produce,18,359.82
2019,2,1633759,Produce,18,359.82
2019,3,1633759,Produce,17,339.83
2019,4,1633759,Produce,18,359.82
2019,5,1633759,Produce,20,399.8
2018,12,5613361,Produce,282,1971.18
2019,1,5613361,Produce,276,1929.24
2019,2,5613361,Produce,279,1950.21
2019,3,5613361,Produce,276,1929.24
2019,4,5613361,Produce,284,1985.16
2019,5,5613361,Produce,284,1985.16
2018,12,4339736,Produce,322,885.5
2019,1,4339736,Produce,319,877.25
2019,2,4339736,Produce,329,904.75
2019,3,4339736,Produce,336,924
2019,4,4339736,Produce,343,943.25
2019,5,4339736,Produce,357,981.75
2018,12,9167682,Produce,709,9209.91
2019,1,9167682,Produce,737,9573.63
2019,2,9167682,Produce,730,9482.7
2019,3,9167682,Produce,745,9677.55
2019,4,9167682,Produce,730,9482.7
2019,5,9167682,Produce,723,9391.77
2018,12,4337509,Produce,858,17589
2019,1,4337509,Produce,901,18470.5
2019,2,4337509,Produce,937,19208.5
2019,3,4337509,Produce,928,19024
2019,4,4337509,Produce,965,19782.5
2019,5,4337509,Produce,1013,20766.5
2018,12,1639784,Produce,835,16691.65
2019,1,1639784,Produce,860,17191.4
2019,2,1639784,Produce,860,17191.4
2019,3,1639784,Produce,877,17531.23
2019,4,1639784,Produce,886,17711.14
2019,5,1639784,Produce,877,17531.23
2018,12,1647982,Produce,577,2302.23
2019,1,1647982,Produce,583,2326.17
2019,2,1647982,Produce,583,2326.17
2019,3,1647982,Produce,571,2278.29
2019,4,1647982,Produce,594,2370.06
2019,5,1647982,Produce,600,2394
2018,12,1675219,Produce,901,9000.99
2019,1,1675219,Produce,946,9450.54
2019,2,1675219,Produce,946,9450.54
2019,3,1675219,Produce,955,9540.45
2019,4,1675219,Produce,993,9920.07
2019,5,1675219,Produce,973,9720.27
2018,12,9134736,Produce,887,8648.25
2019,1,9134736,Produce,878,8560.5
2019,2,9134736,Produce,922,8989.5
2019,3,9134736,Produce,913,8901.75
2019,4,9134736,Produce,931,9077.25
2019,5,9134736,Produce,931,9077.25
2018,12,9121412,Produce,332,1656.68
2019,1,9121412,Produce,342,1706.58
2019,2,9121412,Produce,339,1691.61
2019,3,9121412,Produce,353,1761.47
2019,4,9121412,Produce,346,1726.54
2019,5,9121412,Produce,332,1656.68
2018,12,1678247,Produce,833,13286.35
2019,1,1678247,Produce,808,12887.6
2019,2,1678247,Produce,792,12632.4
2019,3,1678247,Produce,816,13015.2
2019,4,1678247,Produce,857,13669.15
2019,5,1678247,Produce,926,14769.7
2018,12,4309596,Produce,1002,6963.9
2019,1,4309596,Produce,972,6755.4
2019,2,4309596,Produce,1021,7095.95
2019,3,4309596,Produce,1001,6956.95
2019,4,4309596,Produce,1021,7095.95
2019,5,4309596,Produce,970,6741.5
2018,12,4302561,Produce,927,4171.5
2019,1,4302561,Produce,918,4131
2019,2,4302561,Produce,964,4338
2019,3,4302561,Produce,983,4423.5
2019,4,4302561,Produce,963,4333.5
2019,5,4302561,Produce,992,4464
2018,12,1683989,Produce,171,675.45
2019,1,1683989,Produce,168,663.6
2019,2,1683989,Produce,166,655.7
2019,3,1683989,Produce,164,647.8
2019,4,1683989,Produce,169,667.55
2019,5,1683989,Produce,172,679.4
2018,12,1760788,Produce,83,1157.85
2019,1,1760788,Produce,85,1185.75
2019,2,1760788,Produce,82,1143.9
2019,3,1760788,Produce,81,1129.95
2019,4,1760788,Produce,83,1157.85
2019,5,1760788,Produce,85,1185.75
2018,12,5802798,Produce,987,12584.25
2019,1,5802798,Produce,977,12456.75
2019,2,5802798,Produce,948,12087
2019,3,5802798,Produce,939,11972.25
2019,4,5802798,Produce,977,12456.75
2019,5,5802798,Produce,938,11959.5
2018,12,5842223,Produce,67,33.5
2019,1,5842223,Produce,68,34
2019,2,5842223,Produce,67,33.5
2019,3,5842223,Produce,66,33
2019,4,5842223,Produce,69,34.5
2019,5,5842223,Produce,68,34
2018,12,9077431,Produce,573,2292
2019,1,9077431,Produce,562,2248
2019,2,9077431,Produce,568,2272
2019,3,9077431,Produce,568,2272
2019,4,9077431,Produce,551,2204
2019,5,9077431,Produce,557,2228
2018,12,4279810,Produce,212,2753.88
2019,1,4279810,Produce,206,2675.94
2019,2,4279810,Produce,216,2805.84
2019,3,4279810,Produce,216,2805.84
2019,4,4279810,Produce,218,2831.82
2019,5,4279810,Produce,207,2688.93
2018,12,1814724,Produce,370,1665
2019,1,1814724,Produce,389,1750.5
2019,2,1814724,Produce,408,1836
2019,3,1814724,Produce,404,1818
2019,4,1814724,Produce,404,1818
2019,5,1814724,Produce,412,1854
2018,12,1828816,Produce,396,7520.04
2019,1,1828816,Produce,408,7747.92
2019,2,1828816,Produce,416,7899.84
2019,3,1828816,Produce,437,8298.63
2019,4,1828816,Produce,450,8545.5
2019,5,1828816,Produce,482,9153.18
2018,12,9040051,Produce,680,3393.2
2019,1,9040051,Produce,673,3358.27
2019,2,9040051,Produce,660,3293.4
2019,3,9040051,Produce,680,3393.2
2019,4,9040051,Produce,694,3463.06
2019,5,9040051,Produce,701,3497.99
2018,12,9005527,Produce,849,14008.5
2019,1,9005527,Produce,832,13728
2019,2,9005527,Produce,815,13447.5
2019,3,9005527,Produce,839,13843.5
2019,4,9005527,Produce,856,14124
2019,5,9005527,Produce,830,13695
2018,12,1849092,Produce,690,3443.1
2019,1,1849092,Produce,697,3478.03
2019,2,1849092,Produce,732,3652.68
2019,3,1849092,Produce,761,3797.39
2019,4,1849092,Produce,776,3872.24
2019,5,1849092,Produce,830,4141.7
2018,12,8981648,Produce,839,11704.05
2019,1,8981648,Produce,856,11941.2
2019,2,8981648,Produce,847,11815.65
2019,3,8981648,Produce,847,11815.65
2019,4,8981648,Produce,822,11466.9
2019,5,8981648,Produce,806,11243.7
2018,12,5901044,Produce,100,1999
2019,1,5901044,Produce,101,2018.99
2019,2,5901044,Produce,99,1979.01
2019,3,5901044,Produce,104,2078.96
2019,4,5901044,Produce,103,2058.97
2019,5,5901044,Produce,107,2138.93
2018,12,8969094,Produce,564,987
2019,1,8969094,Produce,592,1036
2019,2,8969094,Produce,616,1078
2019,3,8969094,Produce,622,1088.5
2019,4,8969094,Produce,603,1055.25
2019,5,8969094,Produce,609,1065.75
2018,12,5915110,Produce,79,1105.21
2019,1,5915110,Produce,81,1133.19
2019,2,5915110,Produce,79,1105.21
2019,3,5915110,Produce,80,1119.2
2019,4,5915110,Produce,78,1091.22
2019,5,5915110,Produce,74,1035.26
2018,12,4224946,Produce,133,1057.35
2019,1,4224946,Produce,136,1081.2
2019,2,4224946,Produce,143,1136.85
2019,3,4224946,Produce,150,1192.5
2019,4,4224946,Produce,155,1232.25
2019,5,4224946,Produce,169,1343.55
2018,12,5929631,Produce,441,7474.95
2019,1,5929631,Produce,441,7474.95
2019,2,5929631,Produce,437,7407.15
2019,3,5929631,Produce,459,7780.05
2019,4,5929631,Produce,445,7542.75
2019,5,5929631,Produce,458,7763.1
2018,12,8965327,Produce,251,878.5
2019,1,8965327,Produce,261,913.5
2019,2,8965327,Produce,271,948.5
2019,3,8965327,Produce,271,948.5
2019,4,8965327,Produce,268,938
2019,5,8965327,Produce,260,910
2018,12,5943627,Produce,553,9677.5
2019,1,5943627,Produce,581,10167.5
2019,2,5943627,Produce,598,10465
2019,3,5943627,Produce,628,10990
2019,4,5943627,Produce,628,10990
2019,5,5943627,Produce,678,11865
2018,12,5946741,Produce,471,1408.29
2019,1,5946741,Produce,476,1423.24
2019,2,5946741,Produce,481,1438.19
2019,3,5946741,Produce,476,1423.24
2019,4,5946741,Produce,495,1480.05
2019,5,5946741,Produce,485,1450.15
2018,12,1866920,Produce,217,1942.15
2019,1,1866920,Produce,213,1906.35
2019,2,1866920,Produce,222,1986.9
2019,3,1866920,Produce,226,2022.7
2019,4,1866920,Produce,221,1977.95
2019,5,1866920,Produce,243,2174.85
2018,12,1919757,Produce,447,5788.65
2019,1,1919757,Produce,434,5620.3
2019,2,1919757,Produce,438,5672.1
2019,3,1919757,Produce,442,5723.9
2019,4,1919757,Produce,451,5840.45
2019,5,1919757,Produce,496,6423.2
2018,12,5960998,Produce,631,11351.69
2019,1,5960998,Produce,625,11243.75
2019,2,5960998,Produce,613,11027.87
2019,3,5960998,Produce,638,11477.62
2019,4,5960998,Produce,651,11711.49
2019,5,5960998,Produce,697,12539.03
2018,12,1920202,Produce,219,2844.81
2019,1,1920202,Produce,223,2896.77
2019,2,1920202,Produce,216,2805.84
2019,3,1920202,Produce,212,2753.88
2019,4,1920202,Produce,223,2896.77
2019,5,1920202,Produce,227,2948.73
2018,12,8936820,Produce,372,4460.28
2019,1,8936820,Produce,383,4592.17
2019,2,8936820,Produce,391,4688.09
2019,3,8936820,Produce,395,4736.05
2019,4,8936820,Produce,395,4736.05
2019,5,8936820,Produce,395,4736.05
2018,12,8912443,Produce,57,1182.75
2019,1,8912443,Produce,58,1203.5
2019,2,8912443,Produce,57,1182.75
2019,3,8912443,Produce,58,1203.5
2019,4,8912443,Produce,56,1162
2019,5,8912443,Produce,58,1203.5
2018,12,4140782,Produce,43,341.85
2019,1,4140782,Produce,42,333.9
2019,2,4140782,Produce,43,341.85
2019,3,4140782,Produce,45,357.75
2019,4,4140782,Produce,46,365.7
2019,5,4140782,Produce,50,397.5
2018,12,6008597,Produce,615,12761.25
2019,1,6008597,Produce,646,13404.5
2019,2,6008597,Produce,678,14068.5
2019,3,6008597,Produce,692,14359
2019,4,6008597,Produce,685,14213.75
2019,5,6008597,Produce,712,14774
2018,12,1975792,Produce,441,8158.5
2019,1,1975792,Produce,445,8232.5
2019,2,1975792,Produce,436,8066
2019,3,1975792,Produce,440,8140
2019,4,1975792,Produce,431,7973.5
2019,5,1975792,Produce,418,7733
2018,12,1994880,Produce,686,5481.14
2019,1,1994880,Produce,672,5369.28
2019,2,1994880,Produce,685,5473.15
2019,3,1994880,Produce,678,5417.22
2019,4,1994880,Produce,692,5529.08
2019,5,1994880,Produce,664,5305.36
2018,12,6020318,Produce,914,16406.3
2019,1,6020318,Produce,905,16244.75
2019,2,6020318,Produce,905,16244.75
2019,3,6020318,Produce,905,16244.75
2019,4,6020318,Produce,932,16729.4
2019,5,6020318,Produce,885,15885.75
2018,12,2025633,Produce,966,6752.34
2019,1,2025633,Produce,976,6822.24
2019,2,2025633,Produce,1025,7164.75
2019,3,2025633,Produce,1035,7234.65
2019,4,2025633,Produce,1004,7017.96
2019,5,2025633,Produce,954,6668.46
2018,12,2040417,Produce,161,3059
2019,1,2040417,Produce,164,3116
2019,2,2040417,Produce,164,3116
2019,3,2040417,Produce,161,3059
2019,4,2040417,Produce,159,3021
2019,5,2040417,Produce,156,2964
2018,12,2043995,Produce,256,1789.44
2019,1,2043995,Produce,253,1768.47
2019,2,2043995,Produce,261,1824.39
2019,3,2043995,Produce,271,1894.29
2019,4,2043995,Produce,266,1859.34
2019,5,2043995,Produce,277,1936.23
2018,12,4100159,Produce,669,10670.55
2019,1,4100159,Produce,702,11196.9
2019,2,4100159,Produce,688,10973.6
2019,3,4100159,Produce,709,11308.55
2019,4,4100159,Produce,744,11866.8
2019,5,4100159,Produce,796,12696.2
2018,12,4094593,Produce,485,1450.15
2019,1,4094593,Produce,500,1495
2019,2,4094593,Produce,495,1480.05
2019,3,4094593,Produce,485,1450.15
2019,4,4094593,Produce,509,1521.91
2019,5,4094593,Produce,509,1521.91
2018,12,8683925,Produce,288,5688
2019,1,8683925,Produce,279,5510.25
2019,2,8683925,Produce,285,5628.75
2019,3,8683925,Produce,288,5688
2019,4,8683925,Produce,282,5569.5
2019,5,8683925,Produce,279,5510.25
2018,12,4089444,Produce,162,2349
2019,1,4089444,Produce,170,2465
2019,2,4089444,Produce,175,2537.5
2019,3,4089444,Produce,184,2668
2019,4,4089444,Produce,188,2726
2019,5,4089444,Produce,186,2697
2018,12,8675817,Produce,1000,13990
2019,1,8675817,Produce,1010,14129.9
2019,2,8675817,Produce,1050,14689.5
2019,3,8675817,Produce,1019,14255.81
2019,4,8675817,Produce,1070,14969.3
2019,5,8675817,Produce,1102,15416.98
2018,12,8581919,Produce,1015,6597.5
2019,1,8581919,Produce,1005,6532.5
2019,2,8581919,Produce,1055,6857.5
2019,3,8581919,Produce,1108,7202
2019,4,8581919,Produce,1108,7202
2019,5,8581919,Produce,1130,7345
2018,12,2183049,Produce,89,1335
2019,1,2183049,Produce,88,1320
2019,2,2183049,Produce,92,1380
2019,3,2183049,Produce,97,1455
2019,4,2183049,Produce,101,1515
2019,5,2183049,Produce,96,1440
2018,12,8551490,Produce,867,2592.33
2019,1,8551490,Produce,841,2514.59
2019,2,8551490,Produce,833,2490.67
2019,3,8551490,Produce,866,2589.34
2019,4,8551490,Produce,840,2511.6
2019,5,8551490,Produce,874,2613.26
2018,12,6148160,Produce,880,16280
2019,1,6148160,Produce,889,16446.5
2019,2,6148160,Produce,916,16946
2019,3,6148160,Produce,898,16613
2019,4,6148160,Produce,943,17445.5
2019,5,6148160,Produce,934,17279
2018,12,2183121,Produce,602,11438
2019,1,2183121,Produce,608,11552
2019,2,2183121,Produce,632,12008
2019,3,2183121,Produce,638,12122
2019,4,2183121,Produce,657,12483
2019,5,2183121,Produce,650,12350
2018,12,6190046,Produce,489,6821.55
2019,1,6190046,Produce,484,6751.8
2019,2,6190046,Produce,489,6821.55
2019,3,6190046,Produce,489,6821.55
2019,4,6190046,Produce,504,7030.8
2019,5,6190046,Produce,479,6682.05
2018,12,2183199,Produce,457,5936.43
2019,1,2183199,Produce,471,6118.29
2019,2,2183199,Produce,457,5936.43
2019,3,2183199,Produce,466,6053.34
2019,4,2183199,Produce,475,6170.25
2019,5,2183199,Produce,489,6352.11
2018,12,2189794,Produce,3,47.97
2019,2,2189794,Produce,3,47.97
2019,3,2189794,Produce,3,47.97
2019,4,2189794,Produce,3,47.97
2019,5,2189794,Produce,3,47.97
2018,12,8491262,Produce,825,12787.5
2019,1,8491262,Produce,858,13299
2019,2,8491262,Produce,832,12896
2019,3,8491262,Produce,815,12632.5
2019,4,8491262,Produce,839,13004.5
2019,5,8491262,Produce,889,13779.5
2018,12,4051272,Produce,709,5664.91
2019,1,4051272,Produce,730,5832.7
2019,2,4051272,Produce,767,6128.33
2019,3,4051272,Produce,752,6008.48
2019,4,4051272,Produce,737,5888.63
2019,5,4051272,Produce,803,6415.97
2018,12,2209050,Produce,869,11288.31
2019,1,2209050,Produce,860,11171.4
2019,2,2209050,Produce,903,11729.97
2019,3,2209050,Produce,930,12080.7
2019,4,2209050,Produce,911,11833.89
2019,5,2209050,Produce,865,11236.35
2018,12,4040941,Produce,662,10558.9
2019,1,4040941,Produce,642,10239.9
2019,2,4040941,Produce,636,10144.2
2019,3,4040941,Produce,623,9936.85
2019,4,4040941,Produce,611,9745.45
2019,5,4040941,Produce,635,10128.25
2018,12,4003897,Produce,677,1320.15
2019,1,4003897,Produce,677,1320.15
2019,2,4003897,Produce,657,1281.15
2019,3,4003897,Produce,637,1242.15
2019,4,4003897,Produce,662,1290.9
2019,5,4003897,Produce,702,1368.9
2018,12,2241315,Produce,796,15880.2
2019,1,2241315,Produce,804,16039.8
2019,2,2241315,Produce,828,16518.6
2019,3,2241315,Produce,869,17336.55
2019,4,2241315,Produce,895,17855.25
2019,5,2241315,Produce,904,18034.8
2018,12,6289082,Produce,121,2171.95
2019,1,6289082,Produce,117,2100.15
2019,2,6289082,Produce,119,2136.05
2019,3,6289082,Produce,119,2136.05
2019,4,6289082,Produce,124,2225.8
2019,5,6289082,Produce,126,2261.7
2018,12,3983023,Produce,604,11778
2019,1,3983023,Produce,616,12012
2019,2,3983023,Produce,598,11661
2019,3,3983023,Produce,598,11661
2019,4,3983023,Produce,628,12246
2019,5,3983023,Produce,615,11992.5
2018,12,8461765,Produce,605,12069.75
2019,1,8461765,Produce,623,12428.85
2019,2,8461765,Produce,629,12548.55
2019,3,8461765,Produce,610,12169.5
2019,4,8461765,Produce,622,12408.9
2019,5,8461765,Produce,653,13027.35
2018,12,6325806,Produce,217,3580.5
2019,1,6325806,Produce,226,3729
2019,2,6325806,Produce,231,3811.5
2019,3,6325806,Produce,226,3729
2019,4,6325806,Produce,233,3844.5
2019,5,6325806,Produce,226,3729
2018,12,2279238,Produce,266,3189.34
2019,1,2279238,Produce,266,3189.34
2019,2,2279238,Produce,261,3129.39
2019,3,2279238,Produce,266,3189.34
2019,4,2279238,Produce,263,3153.37
2019,5,2279238,Produce,255,3057.45
2018,12,3976228,Produce,777,4654.23
2019,1,3976228,Produce,816,4887.84
2019,2,3976228,Produce,832,4983.68
2019,3,3976228,Produce,807,4833.93
2019,4,3976228,Produce,807,4833.93
2019,5,3976228,Produce,888,5319.12
2018,12,8437176,Produce,546,3794.7
2019,1,8437176,Produce,562,3905.9
2019,2,8437176,Produce,556,3864.2
2019,3,8437176,Produce,562,3905.9
2019,4,8437176,Produce,562,3905.9
2019,5,8437176,Produce,596,4142.2
2018,12,6391957,Produce,173,692
2019,1,6391957,Produce,168,672
2019,2,6391957,Produce,165,660
2019,3,6391957,Produce,172,688
2019,4,6391957,Produce,174,696
2019,5,6391957,Produce,183,732
2018,12,3951173,Produce,295,590
2019,1,3951173,Produce,310,620
2019,2,3951173,Produce,316,632
2019,3,3951173,Produce,332,664
2019,4,3951173,Produce,342,684
2019,5,3951173,Produce,352,704
2018,12,8410674,Produce,282,267.9
2019,1,8410674,Produce,276,262.2
2019,2,8410674,Produce,284,269.8
2019,3,8410674,Produce,278,264.1
2019,4,8410674,Produce,289,274.55
2019,5,8410674,Produce,315,299.25
2018,12,3934845,Produce,490,4165
2019,1,3934845,Produce,505,4292.5
2019,2,3934845,Produce,495,4207.5
2019,3,3934845,Produce,495,4207.5
2019,4,3934845,Produce,485,4122.5
2019,5,3934845,Produce,534,4539
2018,12,6422206,Produce,45,449.55
2019,1,6422206,Produce,45,449.55
2019,2,6422206,Produce,44,439.56
2019,3,6422206,Produce,44,439.56
2019,4,6422206,Produce,44,439.56
2019,5,6422206,Produce,46,459.54
2018,12,6426008,Produce,935,6535.65
2019,1,6426008,Produce,944,6598.56
2019,2,6426008,Produce,935,6535.65
2019,3,6426008,Produce,982,6864.18
2019,4,6426008,Produce,1031,7206.69
2019,5,6426008,Produce,1093,7640.07
2018,12,6450543,Produce,167,666.33
2019,1,6450543,Produce,172,686.28
2019,2,6450543,Produce,174,694.26
2019,3,6450543,Produce,176,702.24
2019,4,6450543,Produce,171,682.29
2019,5,6450543,Produce,185,738.15
2018,12,6458549,Produce,202,1815.98
2019,1,6458549,Produce,204,1833.96
2019,2,6458549,Produce,202,1815.98
2019,3,6458549,Produce,206,1851.94
2019,4,6458549,Produce,210,1887.9
2019,5,6458549,Produce,225,2022.75
2018,12,3920209,Produce,867,16429.65
2019,1,3920209,Produce,858,16259.1
2019,2,3920209,Produce,884,16751.8
2019,3,3920209,Produce,902,17092.9
2019,4,3920209,Produce,947,17945.65
2019,5,3920209,Produce,919,17415.05
2018,12,6479211,Produce,534,528.66
2019,1,6479211,Produce,539,533.61
2019,2,6479211,Produce,544,538.56
2019,3,6479211,Produce,549,543.51
2019,4,6479211,Produce,544,538.56
2019,5,6479211,Produce,598,592.02
2018,12,2327794,Produce,898,6286
2019,1,2327794,Produce,943,6601
2019,2,2327794,Produce,952,6664
2019,3,2327794,Produce,923,6461
2019,4,2327794,Produce,932,6524
2019,5,2327794,Produce,979,6853
2018,12,3868142,Produce,143,214.5
2019,1,3868142,Produce,147,220.5
2019,2,3868142,Produce,153,229.5
2019,3,3868142,Produce,155,232.5
2019,4,3868142,Produce,155,232.5
2019,5,3868142,Produce,157,235.5
2018,12,6504784,Produce,385,5370.75
2019,1,6504784,Produce,381,5314.95
2019,2,6504784,Produce,381,5314.95
2019,3,6504784,Produce,373,5203.35
2019,4,6504784,Produce,380,5301
2019,5,6504784,Produce,376,5245.2
2018,12,6523139,Produce,373,742.27
2019,1,6523139,Produce,373,742.27
2019,2,6523139,Produce,380,756.2
2019,3,6523139,Produce,384,764.16
2019,4,6523139,Produce,384,764.16
2019,5,6523139,Produce,388,772.12
2018,12,6539630,Produce,70,1452.5
2019,1,6539630,Produce,72,1494
2019,2,6539630,Produce,75,1556.25
2019,3,6539630,Produce,74,1535.5
2019,4,6539630,Produce,77,1597.75
2019,5,6539630,Produce,77,1597.75
2018,12,2348152,Produce,951,8511.45
2019,1,2348152,Produce,999,8941.05
2019,2,2348152,Produce,1029,9209.55
2019,3,2348152,Produce,1019,9120.05
2019,4,2348152,Produce,1060,9487
2019,5,2348152,Produce,1018,9111.1
2018,12,8325530,Produce,1003,10019.97
2019,1,8325530,Produce,993,9920.07
2019,2,8325530,Produce,983,9820.17
2019,3,8325530,Produce,963,9620.37
2019,4,8325530,Produce,982,9810.18
2019,5,8325530,Produce,1011,10099.89
2018,12,6549472,Produce,276,4689.24
2019,1,6549472,Produce,284,4825.16
2019,2,6549472,Produce,281,4774.19
2019,3,6549472,Produce,289,4910.11
2019,4,6549472,Produce,295,5012.05
2019,5,6549472,Produce,286,4859.14
2018,12,3810886,Produce,577,3433.15
2019,1,3810886,Produce,594,3534.3
2019,2,3810886,Produce,606,3605.7
2019,3,3810886,Produce,624,3712.8
2019,4,3810886,Produce,630,3748.5
2019,5,3810886,Produce,605,3599.75
2018,12,3801414,Produce,985,935.75
2019,1,3801414,Produce,1005,954.75
2019,2,3801414,Produce,1035,983.25
2019,3,3801414,Produce,1004,953.8
2019,4,3801414,Produce,1054,1001.3
2019,5,3801414,Produce,1128,1071.6
2018,12,6570961,Produce,146,584
2019,1,6570961,Produce,150,600
2019,2,6570961,Produce,153,612
2019,3,6570961,Produce,151,604
2019,4,6570961,Produce,154,616
2019,5,6570961,Produce,159,636
2018,12,3790457,Produce,494,9361.3
2019,1,3790457,Produce,504,9550.8
2019,2,3790457,Produce,489,9266.55
2019,3,3790457,Produce,504,9550.8
2019,4,3790457,Produce,514,9740.3
2019,5,3790457,Produce,550,10422.5
2018,12,2366978,Produce,404,7979
2019,1,2366978,Produce,396,7821
2019,2,2366978,Produce,416,8216
2019,3,2366978,Produce,404,7979
2019,4,2366978,Produce,424,8374
2019,5,2366978,Produce,466,9203.5
2018,12,6594517,Produce,690,10343.1
2019,1,6594517,Produce,704,10552.96
2019,2,6594517,Produce,725,10867.75
2019,3,6594517,Produce,754,11302.46
2019,4,6594517,Produce,754,11302.46
2019,5,6594517,Produce,829,12426.71
2018,12,8302469,Produce,48,468
2019,1,8302469,Produce,49,477.75
2019,2,8302469,Produce,50,487.5
2019,3,8302469,Produce,50,487.5
2019,4,8302469,Produce,49,477.75
2019,5,8302469,Produce,50,487.5
2018,12,3756790,Produce,513,1282.5
2019,1,3756790,Produce,528,1320
2019,2,3756790,Produce,544,1360
2019,3,3756790,Produce,560,1400
2019,4,3756790,Produce,566,1415
2019,5,3756790,Produce,589,1472.5
2018,12,8290141,Produce,85,934.15
2019,1,8290141,Produce,85,934.15
